Words,X,Y,Group,Value,Model
immunodysregulation,-2.7040298,-2.1663542,1017,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
reflecting,-1.634958,4.3449054,1017,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pro-brain,-1.1549417,-4.5598907,1018,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
abdomen,-11.557424,4.6661763,1018,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ann,-7.589032,-4.919446,1018,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
fatigability,-11.840843,2.0252345,1018,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ped,-2.0796793,2.165438,1018,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
203,-11.36449,3.4943388,1019,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
rashes,-1.7217447,-6.3038077,1019,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
hyperfibrinogenemia,-3.283229,-4.6058793,1019,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pre-mis-c,-9.646274,-0.75680166,1019,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
atrial,-9.025794,-6.8851514,1019,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
infarct,-9.897104,-1.7159481,1020,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
cerebral,1.059631,-0.7473736,1020,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
infusions,-8.644157,-4.463938,1020,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
thrombophilia,0.47787598,-8.650805,1020,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
jurisdictions,-6.309393,-0.108444825,1020,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
364,-4.8055353,6.705842,1021,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
367,-1.3232169,-4.450417,1021,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
asked,1.4486458,1.1956873,1021,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
35-year-old,-6.629928,-5.068694,1021,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
advisory,-3.3724682,4.477017,1021,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
presumed,-5.1340046,-5.872249,1022,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
precisely,-4.862747,-6.0657663,1022,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
unfavorable,-7.4208593,0.6297781,1022,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
stays,-6.574653,0.7749341,1022,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
trbv,0.6480019,7.2696905,1022,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
superantigen,-2.1580622,5.102683,1023,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
-chain,-8.116658,-6.0005465,1023,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
paschold,-5.0162616,3.6816442,1023,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
porritt,-0.9320143,-5.897051,1023,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
unrecognized,-2.3552947,-4.726273,1023,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
affection,-0.105869286,3.16657,1024,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
swift,-0.49347,4.1848454,1024,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
breathing,-5.6953044,3.59831,1024,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
striking,-10.839838,4.5086493,1024,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
shine,-6.0467305,-1.965687,1024,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
gruber,-2.0833201,-0.72741985,1025,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
consiglio,-11.265601,6.0056763,1025,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
clarity,-10.921108,-2.5520763,1025,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
resembling,-2.8016107,1.3014781,1025,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
consultation,-7.2665334,-7.6032515,1025,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
andrological,-2.9383252,-2.5533414,1026,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
genitourinary,0.47879308,-2.314073,1026,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
orchiepididymitis,-5.1749864,6.428724,1026,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
urogenital,-0.3677051,5.639389,1026,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
under-identified,-4.776463,5.507162,1026,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
educate,-7.2581143,1.8621088,1027,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
want,-3.9868853,0.21119033,1027,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
iran,-8.479276,-1.9621439,1027,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
one-month,-8.132994,1.8743774,1027,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
necessitated,-4.981252,3.547689,1027,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
conjunctiva,-0.2456439,8.962272,1028,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
irritability,-0.7497857,1.9574425,1028,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
14-month-old,1.765451,3.4398751,1028,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
rheumatologists,-3.8986118,-2.6903515,1028,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
collaborations,-9.726788,-5.593899,1028,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
discussions,-1.111049,2.1434815,1029,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
suggestion,-10.708947,-4.3429494,1029,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
derangements,-9.908359,-4.5516934,1029,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
doxycycline,-6.33695,5.2182035,1029,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
recur,-10.43039,1.5970111,1029,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
medium-,-7.848762,0.37322104,1030,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pco,-1.2941538,-0.7572422,1030,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
contractile,-1.2173374,-0.13937816,1030,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
myometrium,-2.7691503,7.0712266,1030,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pi3k,-8.573612,7.772425,1030,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
es,0.37432012,-4.1441703,1031,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
fibers,0.1660997,-0.19635989,1031,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ectopic-es,-2.1741545,3.8588939,1031,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
collagen,-0.72265756,-3.042266,1031,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
dense,-4.8119984,-5.547584,1031,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
8-ip,-10.996015,-0.6707112,1032,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
tas,-0.9841249,5.1926355,1032,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
tif,-6.742531,-3.1190546,1032,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
polycystic,-10.033151,4.5166206,1032,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
morphology,-5.624967,-4.9574423,1032,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
dysuria,-13.101768,-0.39861584,1033,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
rafs,0.42917967,3.8357553,1033,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
staging,-5.0844216,7.213038,1033,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
shrna,-11.575595,-2.4708326,1033,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
releasing,-0.23275182,5.4194,1033,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
radical,-6.815804,-3.4165878,1034,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
reoperation,-6.3128576,-2.0069494,1034,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
midline,-4.4886703,-3.6585464,1034,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
mir-200a-3p-yap1,-1.6806256,-5.9219556,1034,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
yes-associated,-4.0459185,4.7149415,1034,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
expressions,-1.2922292,-0.32640463,1035,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pathologists,-3.7421768,-6.2784944,1035,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
colonic,-13.396056,0.56080145,1035,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
toxin,-3.0783882,-3.541759,1035,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
mtdna,-2.016767,-1.2316817,1035,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
1p36,-5.3922296,3.5459354,1036,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
inhibits,-4.805751,-0.7934309,1036,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
siesr2,-9.445904,4.8846025,1036,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
yap1-nurd,-0.1636843,-5.196504,1036,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
tf,-1.3613164,-7.3986425,1036,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
down-regulated,0.8455903,1.7357333,1037,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
geo,-4.1798906,5.813123,1037,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
omnibus,-10.33294,1.324101,1037,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
yr,-10.181936,0.59738904,1037,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
xanthogranulomatous,-3.2426744,0.9767906,1037,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
cgc,0.77677256,4.466213,1038,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
cfmtdna,-6.4351068,6.2344346,1038,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
40-year-old,-1.22258,-0.12317267,1038,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
cell-free,-1.4321935,-0.82756215,1038,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
if1,-9.412877,1.3772255,1038,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
atpase,-2.881438,-4.0569434,1039,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
disrupted,0.1610415,-7.6306973,1039,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
cortex,-9.142648,0.1871032,1039,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
post-induction,-6.8063912,-3.2537584,1039,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ultrasonography,-6.392333,-2.218459,1039,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
unspecific,0.20231421,-0.3905244,1040,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ldl,-2.1135585,3.699676,1040,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
biosynthesis,-6.999398,3.5318625,1040,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
clarify,-2.2842567,-7.7737117,1040,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
tgf1,-6.2034426,-4.1049266,1040,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
downloaded,0.011795886,0.96105725,1041,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
resonance,-4.2588353,5.246822,1041,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
assume,-5.0354447,7.1763706,1041,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
cell-cell,-1.5027413,-9.366867,1041,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pbinomial-test,0.5996763,-4.188323,1041,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pgene,0.073245086,-3.1522515,1042,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
randomization,-2.2012682,-0.23137826,1042,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
mendelian,-2.4758925,-3.3822095,1042,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
paratubal,1.1342785,0.98112524,1042,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
walthard,-4.6327066,0.3451862,1042,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
see-fim,-2.8792624,0.42929327,1043,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
experimentations,-8.8712,6.6700215,1043,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
creb,-2.3200727,-1.1543611,1043,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
phosphorylated,-10.736248,0.014879936,1043,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
detached,-1.692651,-4.159635,1043,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
dosages,1.9855976,1.7969885,1044,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
explanations,0.6585865,-2.214214,1044,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pivotal,-7.396446,4.382819,1044,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
bariatric,1.5929083,-0.23629367,1044,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ecc-1,-3.8690658,-2.5334334,1044,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
lines,-0.80978304,6.3713264,1045,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
anovulation,-3.7945914,1.7828983,1045,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
measuring,-11.725708,-0.3212131,1045,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
interferes,-4.687169,4.0943494,1045,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
routes,-5.499777,-0.4515889,1045,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
autologous,-4.1666446,0.40591568,1046,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ctz,-0.7639785,-1.3714385,1046,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pd,-1.1920369,-2.291882,1046,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
150,-0.6154445,-1.1975006,1046,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
non-inferior,-5.068927,-5.3873186,1046,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
clarified,-4.3940268,4.6097646,1047,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
adhesiolysis,-5.0647173,0.6488291,1047,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
impossible,-8.412686,0.048689958,1047,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
m1,-3.2309253,6.24579,1047,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
conditioned,-1.3928002,5.47973,1047,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ros,0.46113616,-8.663391,1048,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
reductase,-3.50944,-5.595709,1048,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
aoc3,-8.108907,-2.5711298,1048,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
proteomic,-3.029749,-4.0522523,1048,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
postulated,-4.005522,4.670548,1048,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
unresolved,-7.3724403,-1.5679628,1049,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
retained,-8.028576,-2.4199364,1049,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
promoters,-13.123927,1.107784,1049,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
organoids,-11.954112,0.5207061,1049,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
hormone-epigenome-transcriptome,-8.574394,1.9894109,1049,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
predispose,-6.1286783,4.3899727,1050,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
nfb,-10.482585,5.8588862,1050,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
srb,-6.1445565,-6.4816422,1050,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
glypican,-2.7929778,-6.7731667,1050,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
sall4,0.11936699,-0.11057676,1050,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pax8,-2.765648,6.045564,1051,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
low-grade,-3.381104,-6.5868797,1051,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
somatically,-3.706881,-1.2331692,1051,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
contents,-1.4212986,1.5307243,1051,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
folliculogenesis,-4.3695283,4.381299,1051,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
architecture,-3.787924,-0.13190812,1052,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
tvu,-6.578457,-5.4970737,1052,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ameliorate,0.5471412,0.6391354,1052,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
wilms,-0.3134427,1.3234953,1052,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
trpv1-expressing,-0.43797165,-9.26295,1052,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
trpa1-,-8.999253,5.2912226,1053,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
paqr5,-5.456326,1.4684551,1053,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
paqr6,-3.398715,2.7481232,1053,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
paqr8,-6.6516523,5.259056,1053,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
paqr7,-6.351543,1.5377649,1053,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
non-steroidal,0.36693782,0.9384186,1054,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
hr,-7.010732,8.486748,1054,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
16758,-0.5209318,-1.7576443,1054,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ocs,-6.5709453,4.9405475,1054,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
wt1,-0.7461463,3.095016,1054,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
classically,-8.209688,-5.324957,1055,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
6-months,-8.232494,7.2438684,1055,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
superficial,-2.5282226,4.8840494,1055,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
infiltrate,-0.37055418,-1.2923487,1055,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
7p13-15,-4.0559516,-2.7772405,1055,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
2005,-2.4120347,0.8077137,1056,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ureter,-4.030884,3.47347,1056,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
vesicouterine,-7.139037,0.5984425,1056,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
serosa,-0.52454466,2.43652,1056,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
zones,-7.147692,3.3641686,1056,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
diminished,-7.1587787,5.2626834,1057,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
lay,-6.438846,5.3909674,1057,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
avenues,-2.7355134,1.8455387,1057,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
nadir,-2.3018847,1.2117703,1057,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
24-months,-4.656418,-1.0255953,1057,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
govern,-4.2118683,6.7395897,1058,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
lasso,-2.9642575,-4.488064,1058,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
m-post,-2.807529,0.20851387,1058,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
