Words,X,Y,Z,Group,Value,Model
conjonctivite,-1.0039256,2.6725314,-3.3013318,987,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
cutanes,2.8566709,-1.737362,-1.3274179,987,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
mucocutans,2.1099927,5.310549,-1.1503736,987,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
peut,2.4843667,0.88682044,-2.6147516,988,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
changements,-4.1777186,-1.7924149,-3.8118136,988,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
diarrhe,0.35781372,1.3583151,-8.8379135,988,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
vomissements,0.39654723,-1.6786432,-6.441796,988,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
abdominales,3.7720177,-0.3429274,-6.5402155,988,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
douleurs,-0.19428365,2.7506757,0.62355685,989,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
gastro-intestinaux,5.176713,2.3992653,-3.392501,989,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
malaises,-4.79543,0.8262297,-0.32249042,989,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
figurent,1.442032,0.45938405,-8.324402,989,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
courants,-1.9621412,-0.15491122,0.42787296,989,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
signes,1.4938922,0.40358335,-1.0233262,990,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
nombre,1.3259796,0.277133,-1.4060768,990,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
dveloppement,2.2272928,1.5957258,-0.22385506,990,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
sembler,-4.7678175,4.409963,-0.98916674,990,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
avant,-2.2452793,2.3004885,-6.2659893,990,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
thrapie,0.60568225,-1.5760583,-6.494062,991,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
reactivated,-0.23863344,6.8653755,-8.496175,991,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
telomeric,-5.298384,0.7313121,0.12195344,991,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
chromosomal,0.35704765,-2.8378515,-1.0101745,991,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
chromosomally,3.7684097,2.2919188,2.4644144,991,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
inherited,-3.51226,2.6065397,1.3610213,992,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
encephalitis,-0.12496247,-4.441396,-3.706848,992,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
carditis,-5.263649,-0.6647748,-1.5441741,992,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
hepatitis,-1.8399751,2.6462188,-6.790747,992,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
end-organ,2.5176136,-1.0052354,-0.023622755,992,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
latent,3.057982,5.354887,-7.220408,993,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
roseola,0.3743426,2.9857206,-0.8249731,993,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
rapide,1.8341241,4.2864017,3.1780448,993,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
soudain,-2.2103474,2.0605128,-1.7491564,993,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
reconnaissance,-2.3102098,3.9290974,2.4520166,993,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
grce,-4.0417256,1.97033,0.35512766,994,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
favorables,1.0873941,2.8011155,2.0920684,994,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
largement,6.148686,4.750185,-3.0549226,994,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
habituellement,5.846758,2.2490137,-2.4483845,994,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ncessitent,5.917884,1.0806037,-3.4011335,994,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
atteints,0.8597802,2.8668513,2.032519,995,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
mme,4.3094735,5.549286,-2.3407536,995,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
mdecins,-2.368699,-3.1699917,-3.0493238,995,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
familles,2.0973253,1.9187988,-1.4346343,995,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
surprenant,2.6478481,1.7810478,-6.4453945,995,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
lapparition,0.9125797,-1.0929765,-4.006915,996,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
semaines,-2.658446,-2.5310767,-5.60083,996,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
145000,3.0739079,-2.118613,-2.527506,996,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
avec,-0.68995523,-1.0529435,-1.7632098,996,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
sait-on,-2.9327593,0.29106945,-3.0653646,996,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
lenfant,-3.1473682,5.271271,-3.712405,997,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
atteint,-5.5053916,0.562954,-0.47982302,997,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
soit,0.24617761,-0.054060116,-7.137657,997,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
quil,-2.4224467,6.932114,-3.7610464,997,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
probabilit,-5.233195,4.2511444,0.3204246,997,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
quelle,1.2092321,-1.4972837,-1.2054356,998,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
connue,-2.38083,-2.8523457,-1.5219477,998,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
exposition,-3.6449645,1.1341928,-0.9876484,998,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
aucune,3.8021817,2.145764,-4.109716,998,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
sans,-5.9052863,-0.25757673,-0.27142042,998,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
clinique,2.5716147,1.279932,-7.572968,999,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
quel,3.3031654,-0.7134529,0.35633984,999,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
enfant,4.12745,5.157695,1.9750206,999,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
faibles,2.703638,-1.672414,-1.3647524,999,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
relativement,4.8412843,1.7062466,-7.1659083,999,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
rvles,0.08052524,1.1470977,3.286955,1000,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
mortalit,3.3190053,0.5793371,-4.5269055,1000,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
morbidit,2.8999736,7.9348855,-2.8776677,1000,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
sur,2.137655,-1.2557007,-5.6897864,1000,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
rpercussions,7.4087906,-0.19582276,-0.52493936,1000,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
came,6.0100875,1.3856752,1.4129484,1001,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
sars-cov2-induced,7.0619454,2.543238,-1.5608488,1001,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
igg3,2.443947,7.095485,-2.3221896,1001,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
actuellement,-1.0829347,6.3048277,0.81369483,1001,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pronostic,-0.050550327,-0.9706249,-1.7894047,1001,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
environ,-2.8662434,-0.08685052,-6.8996334,1002,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
dfi,-3.7652502,5.7219553,-1.6189947,1002,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
confirme,1.1466882,3.8392396,-4.859802,1002,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
dont,3.8404007,2.941117,-6.4704065,1002,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
observ,-3.9318666,-1.3395315,-1.5600857,1002,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
potentiellement,1.4297624,4.480556,2.985825,1003,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
mais,2.0562284,-0.7820803,-1.5054702,1003,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pdiatrique,0.015675377,5.893994,-0.7302621,1003,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
publique,2.1039987,1.1404467,-1.1259558,1003,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
sant,-0.994022,8.020411,0.5124522,1003,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
professionnels,0.372795,-3.8117967,0.057021827,1004,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
cliniciens,5.239676,-2.4988084,-2.851608,1004,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
additionnel,-5.5565906,2.4383993,-2.151603,1004,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
fois,0.20288587,1.2015558,-1.2418771,1004,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pour,-3.707111,4.1958723,-3.8766298,1004,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
encore,0.43124428,0.8294681,-2.4227757,1005,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
problme,4.414748,6.842558,-2.3325937,1005,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
nouveau,2.810609,1.7542094,-0.9690607,1005,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
dun,2.9937048,1.666338,2.7180483,1005,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
lmergence,-0.8134622,2.089382,-0.9337091,1005,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pandmie,-2.0440319,0.14744797,-3.984845,1006,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
cur,0.11065686,3.885508,-4.4835243,1006,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
plein,2.8650188,3.9314628,-2.4883375,1006,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
rponse,0.28853568,5.9678974,-7.2694197,1006,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
souffrent,1.7675724,-2.579339,-4.1540866,1006,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
qui,0.03220859,3.3813183,3.5273077,1007,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
7000,-5.134324,1.0066714,0.9956112,1007,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
released,6.0736213,3.3939795,-1.7324159,1007,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
203-728,1.2989024,-1.2040431,-3.9566786,1007,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
apparent,-1.3475511,5.1121345,-4.021908,1007,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
originates,-0.28947908,2.7895193,1.5726835,1008,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
furin-cleavage,-3.9449031,3.2298975,-0.9242233,1008,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
furin,-3.1251314,4.0919223,-3.6471715,1008,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
tmprss2,-1.0941184,5.6392193,-2.8922088,1008,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
prra,1.7738037,-0.54697955,-3.5234222,1008,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
anti-seb,-3.406554,2.986956,-1.7239981,1009,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
multisystem-inflammatory,-0.5867948,2.0808606,-1.1446319,1009,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
seb,-4.6071773,3.0711532,-5.1213446,1009,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
enterotoxin,1.7168338,-2.6887844,-6.3045855,1009,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
staphylococcal,-3.5331607,2.1536353,1.2489449,1009,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
superantigen-like,-1.189306,0.1464692,-6.920218,1010,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
perplexing,0.8165256,7.810273,-0.2231889,1010,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
cdr2,-1.3251519,0.3226614,-4.474429,1010,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
etiopathogenesis,1.4158322,-2.8665924,-2.285508,1010,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pediatrician,0.8104694,3.9827888,-2.8093643,1010,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
deteriorated,1.3354404,1.4165828,2.7851644,1011,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
workup,4.9893956,5.5202746,-4.3535714,1011,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ten-year-old,1.2515299,-1.0648088,-4.002191,1011,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
deteriorate,-1.8100965,4.747289,3.148346,1011,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
strive,2.9216595,6.530854,-3.9825323,1011,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
5200,2.7537355,-1.2348937,-2.2090826,1012,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
unawareness,-2.0399945,1.2062795,1.5700713,1012,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
-19,0.58556205,6.224768,-0.38951644,1012,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
e84-e89,-0.7657714,0.4472763,-2.5273004,1012,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
poly-acidic,-0.06576966,7.8057966,-2.608181,1012,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
furin-like,-1.6876036,-1.3787426,-5.2634916,1013,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pediatr,-0.8935686,4.3315735,2.28362,1013,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
nichenet,0.8079017,-4.7512016,-1.2866578,1013,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
646,-0.71805584,-1.3402679,-4.776243,1013,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
244-622,4.2497654,-2.2916498,-4.9334593,1013,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
elevations,-0.011219047,1.666019,-5.586723,1014,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
c5b9,1.2068473,4.811744,3.132203,1014,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
complement-mediated,3.7538333,1.0991887,0.5470649,1014,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
revisited,1.1133639,1.3456631,2.8236954,1014,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
paving,3.3153424,6.6550393,-3.9857438,1014,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
monogenic,-0.7767546,4.53805,2.4578135,1015,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
altering,-0.043009724,4.7026453,-1.5834427,1015,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
triggers,-2.2060664,2.7779603,-6.9254937,1015,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
myriad,4.3148475,4.0504823,0.38778958,1015,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
superantigenic,-1.135225,-0.9156787,-0.0022297017,1015,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
trunk,-1.1281615,2.9921522,0.61379015,1016,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
trbv11-2,0.39381382,6.302877,1.9558698,1016,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
skewed,0.13241565,-5.028439,-2.2184122,1016,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
granzyme,1.0508031,-0.838273,-2.4830518,1016,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
hla-drlo,5.274356,2.7202322,-1.8223776,1016,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
dominated,-0.17123416,0.4525668,-2.1497252,1017,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
endotheliitis,-2.8762434,4.776806,-5.388215,1017,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pneumocyte,2.3512518,1.4340527,2.0835643,1017,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
immunodysregulation,-2.9147658,4.2756042,-0.89124787,1017,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
reflecting,0.47354198,1.9334794,-6.0991554,1017,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pro-brain,2.677542,-2.7587285,-5.9750905,1018,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
abdomen,-1.4025811,4.442417,-8.590376,1018,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ann,0.033827238,6.8652945,-2.1798396,1018,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
fatigability,1.3920977,7.1162596,-1.5448164,1018,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ped,0.34345073,1.581338,-0.84732115,1018,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
203,5.074766,6.6478877,-4.3950324,1019,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
rashes,3.1940815,3.639249,-7.5698085,1019,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
hyperfibrinogenemia,-2.071605,5.347348,0.6472194,1019,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pre-mis-c,0.29906952,4.7732325,3.5290346,1019,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
atrial,0.22860031,7.1369767,-5.751394,1019,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
infarct,-0.6039283,6.4945564,-0.7132172,1020,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
cerebral,0.048270196,-0.2943841,1.9131225,1020,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
infusions,0.65501636,6.14456,-0.41683415,1020,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
thrombophilia,-0.30157295,-3.3245282,0.73234093,1020,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
jurisdictions,-2.5670547,6.401846,-3.0166707,1020,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
364,3.7268126,3.5253255,-4.198456,1021,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
367,0.61703545,-1.3413212,0.22324358,1021,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
asked,0.26266667,-1.9474623,0.52218467,1021,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
35-year-old,-4.1726336,1.6207896,2.1873307,1021,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
advisory,-0.34757462,1.7070333,0.42383432,1021,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
presumed,-1.618787,3.571927,-0.8502477,1022,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
precisely,-1.8206276,3.6920106,-0.5232926,1022,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
unfavorable,3.60241,2.6510723,-2.1039402,1022,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
stays,-2.356171,4.853104,-1.0350198,1022,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
trbv,0.29909098,-2.8335874,-1.0184706,1022,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
superantigen,0.83337146,5.07149,2.441278,1023,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
-chain,-0.10833886,6.5124755,2.9606643,1023,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
paschold,2.1752298,3.1935492,-7.1130834,1023,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
porritt,2.1381335,-0.5388574,-1.0825572,1023,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
unrecognized,1.66414,1.5250857,-0.14253221,1023,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
affection,1.4433469,1.9685053,2.447576,1024,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
swift,3.5260465,0.87583303,0.7499829,1024,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
breathing,-2.4415336,-1.2660723,-2.1921587,1024,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
